,imdb_id,genre,runtime,release_date,num_cast,num_directors,num_writers,num_producers,num_productionmanagers,num_stunts,num_productioncompanies,num_distributers
328,tt1398426,"['Drama', 'Music']",147.0,2015-08-13,277,1,4,17,3.0,114.0,8,21
329,tt1663202,"['Western', 'Drama', 'Adventure', 'Thriller']",157.0,2015-12-25,74,1,3,19,13.0,110.0,10,31
330,tt0369610,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",124.0,2015-06-06,229,1,5,6,6.0,105.0,6,46
331,tt1661199,"['Romance', 'Fantasy', 'Family', 'Drama']",105.0,2015-03-12,80,1,2,5,7.0,31.0,4,21
332,tt2361509,['Comedy'],121.0,2015-09-24,121,1,1,8,4.0,19.0,1,1
333,tt1895587,"['Drama', 'Thriller', 'History']",129.0,2015-11-06,150,1,2,16,4.0,9.0,4,1
334,tt2395427,"['Action', 'Adventure', 'Science Fiction']",141.0,2015-04-22,143,1,5,16,32.0,247.0,2,30
335,tt2379713,"['Action', 'Adventure', 'Crime']",148.0,2015-10-26,183,1,5,12,27.0,164.0,6,45
336,tt2381941,"['Romance', 'Comedy', 'Crime', 'Drama']",105.0,2015-02-25,143,2,2,5,12.0,7.0,3,37
337,tt1340138,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",126.0,2015-06-23,125,1,4,9,8.0,112.0,2,1
338,tt1617661,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",124.0,2015-02-04,90,2,2,7,14.0,94.0,4,39
339,tt2322441,"['Drama', 'Romance', 'Thriller']",125.0,2015-02-11,43,1,2,5,7.0,5.0,3,46
340,tt1392190,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",121.0,2015-05-13,78,1,3,11,11.0,155.0,4,44
341,tt1951266,"['Action', 'Adventure', 'Science Fiction']",137.0,2015-11-18,179,1,3,15,14.0,203.0,3,36
342,tt1655441,"['Fantasy', 'Drama', 'Romance']",112.0,2015-04-16,49,1,2,13,2.0,7.0,2,26
343,tt1798684,"['Action', 'Drama']",123.0,2015-06-15,159,1,1,21,10.0,11.0,4,25
344,tt2126355,"['Action', 'Drama', 'Thriller']",114.0,2015-05-27,245,1,3,9,11.0,102.0,4,34
345,tt3076658,['Drama'],133.0,2015-11-25,260,1,3,8,7.0,20.0,4,30
346,tt3397884,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",122.0,2015-09-17,101,1,1,10,4.0,45.0,3,42
347,tt2637276,['Comedy'],115.0,2015-06-25,325,1,3,11,5.0,63.0,5,27
348,tt4263482,"['Mystery', 'Horror']",92.0,2016-02-19,35,1,1,23,5.0,7.0,9,1
349,tt3682448,"['Thriller', 'Drama']",141.0,2015-10-15,172,1,3,10,12.0,36.0,8,30
350,tt2293640,"['Family', 'Animation', 'Adventure', 'Comedy']",91.0,2015-06-17,53,2,1,5,2.0,,2,34
351,tt2908446,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",119.0,2015-03-18,197,1,4,14,8.0,111.0,4,35
352,tt1172049,"['Comedy', 'Drama']",101.0,2016-04-06,47,1,1,17,5.0,19.0,4,2
353,tt2510894,"['Animation', 'Comedy', 'Family', 'Fantasy']",89.0,2015-09-21,86,1,3,7,1.0,3.0,7,31
354,tt2224026,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",94.0,2015-03-18,11,1,3,3,244.0,12.0,1,33
355,tt3622592,"['Drama', 'Mystery', 'Romance']",109.0,2015-06-18,64,1,3,8,4.0,43.0,2,19
356,tt3316948,"['Comedy', 'Action']",96.0,2015-08-19,80,1,1,18,2.0,35.0,6,3
357,tt2503944,"['Drama', 'Comedy']",100.0,2015-10-02,73,1,2,15,11.0,10.0,3,1
358,tt2140379,"['Science Fiction', 'Mystery', 'Thriller']",116.0,2015-07-10,77,1,2,9,6.0,43.0,2,1
359,tt2631186,"['Action', 'Fantasy', 'Drama']",158.0,2015-07-10,25,1,6,6,6.0,11.0,1,20
360,tt3322364,['Drama'],123.0,2015-11-12,150,1,2,11,2.0,3.0,5,20
361,tt3567288,"['Horror', 'Thriller', 'Mystery']",94.0,2015-09-10,28,1,1,5,5.0,28.0,2,21
362,tt2402927,"['Romance', 'Drama']",118.0,2015-11-20,81,1,2,13,3.0,41.0,11,1
363,tt2494362,"['Horror', 'Western', 'Adventure', 'Drama', 'Thriller']",132.0,2015-10-23,34,1,1,14,3.0,39.0,6,3
364,tt1365050,"['Drama', 'War']",137.0,2015-09-11,64,1,2,26,4.0,1.0,7,5
365,tt0884732,['Comedy'],101.0,2015-01-16,98,1,2,10,3.0,35.0,4,23
366,tt1528854,['Comedy'],96.0,2015-12-25,134,1,3,11,4.0,30.0,3,38
367,tt3332064,"['Adventure', 'Family', 'Fantasy']",111.0,2015-09-24,75,1,2,5,11.0,111.0,5,28
368,tt3072482,"['Action', 'Adventure', 'Science Fiction']",97.0,2015-09-12,96,1,2,28,23.0,11.0,3,29
369,tt1390411,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",122.0,2015-11-20,70,1,4,12,11.0,36.0,10,33
370,tt2400463,['Thriller'],100.0,2015-08-05,16,1,2,17,2.0,5.0,4,2
371,tt2057392,"['Drama', 'Thriller', 'War']",102.0,2015-09-11,75,1,1,12,2.0,28.0,2,1
372,tt2401878,"['Animation', 'Comedy', 'Drama', 'Romance']",90.0,2015-12-30,3,2,1,16,11.0,14.0,5,1
373,tt4062536,"['Horror', 'Crime', 'Thriller']",95.0,2016-04-15,31,1,1,8,4.0,10.0,2,2
374,tt3195644,"['Drama', 'Horror', 'Thriller']",97.0,2015-06-04,36,1,1,14,4.0,13.0,6,1
375,tt2381111,"['Drama', 'Romance']",111.0,2015-10-20,49,1,2,18,5.0,1.0,21,1
376,tt1014763,"['Crime', 'Thriller']",137.0,2015-03-15,76,1,3,13,4.0,43.0,4,2
377,tt3850214,"['Crime', 'Drama', 'Comedy']",103.0,2015-06-19,46,1,1,11,1.0,9.0,4,1
378,tt3605418,"['Drama', 'Thriller']",99.0,2015-06-26,10,1,5,12,3.0,1.0,6,1
379,tt1618442,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']",106.0,2015-10-21,142,1,3,14,6.0,32.0,7,26
380,tt3488710,"['Adventure', 'Drama', 'Thriller']",123.0,2015-09-30,81,1,3,6,2.0,8.0,4,25
381,tt2436386,"['Science Fiction', 'Thriller']",106.0,2015-01-28,67,1,2,7,28.0,8.0,4,21
382,tt2726560,"['Drama', 'Romance']",128.0,2015-04-09,190,1,2,10,3.0,13.0,3,22
383,tt3203606,['Drama'],124.0,2015-10-27,135,1,2,11,4.0,3.0,3,2
384,tt1850457,['Comedy'],118.0,2015-12-18,115,1,1,9,4.0,24.0,1,15
385,tt2199571,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",114.0,2015-03-11,112,1,1,7,4.0,63.0,4,36
386,tt3863552,"['Action', 'Comedy', 'Drama']",163.0,2015-07-17,124,1,5,9,4.0,2.0,5,1
387,tt2446980,"['Drama', 'Comedy']",124.0,2015-12-24,158,1,2,14,6.0,7.0,5,28
388,tt1083452,"['Comedy', 'Drama', 'History', 'Adventure']",106.0,2016-02-26,54,1,2,15,13.0,45.0,4,21
389,tt3045616,"['Comedy', 'Adventure']",106.0,2015-01-21,82,1,2,9,6.0,88.0,4,27
390,tt3168230,"['Drama', 'Mystery']",103.0,2015-06-19,63,1,3,17,7.0,1.0,7,1
391,tt1666801,"['Romance', 'Comedy']",100.0,2015-02-20,70,1,2,7,2.0,2.0,3,1
392,tt1524930,['Comedy'],99.0,2015-07-28,101,2,3,9,4.0,43.0,3,21
393,tt2679042,"['Action', 'Crime', 'Thriller']",96.0,2015-08-20,55,1,4,14,6.0,64.0,11,29
394,tt3312830,"['Comedy', 'Drama']",118.0,2015-05-20,95,1,1,16,5.0,3.0,21,2
395,tt1674771,['Comedy'],104.0,2015-06-03,168,1,2,11,9.0,42.0,6,23
396,tt1051904,"['Adventure', 'Horror', 'Comedy']",103.0,2015-08-05,87,1,4,8,2.0,43.0,10,30
397,tt1781922,"['Action', 'Thriller']",103.0,2015-08-26,46,1,2,10,4.0,85.0,3,1
398,tt3530002,['Comedy'],101.0,2015-11-20,90,1,4,13,7.0,45.0,4,14
399,tt2582496,"['Comedy', 'Drama']",105.0,2015-06-12,58,1,1,7,3.0,25.0,1,14
400,tt1979388,"['Adventure', 'Animation', 'Family']",93.0,2015-11-14,27,1,7,5,1.0,72.0,2,28
401,tt2561572,['Comedy'],100.0,2015-03-26,154,1,4,8,4.0,42.0,2,21
402,tt1959490,"['Drama', 'Adventure']",138.0,2014-03-07,127,1,2,9,10.0,104.0,5,26
403,tt2557490,"['Comedy', 'Western']",116.0,2014-05-22,154,1,3,11,4.0,47.0,4,29
404,tt2084970,"['History', 'Drama', 'Thriller', 'War']",113.0,2014-11-14,79,1,2,5,5.0,6.0,4,2
405,tt2562232,"['Drama', 'Comedy']",120.0,2014-08-27,120,1,5,12,10.0,38.0,6,29
406,tt1291150,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",101.0,2014-08-07,134,1,5,14,7.0,145.0,6,33
407,tt0831387,"['Action', 'Drama', 'Science Fiction']",123.0,2014-05-14,174,1,7,13,16.0,183.0,5,44
408,tt2872718,"['Crime', 'Drama', 'Thriller']",118.0,2014-10-23,54,1,1,10,6.0,45.0,3,1
409,tt2321549,"['Drama', 'Thriller', 'Horror']",93.0,2014-05-22,36,1,1,8,5.0,4.0,5,2
410,tt2582846,"['Romance', 'Drama']",125.0,2014-05-16,92,1,3,5,5.0,1.0,3,29
411,tt2278388,"['Comedy', 'Drama']",99.0,2014-02-26,102,1,3,11,4.0,7.0,6,30
412,tt0816692,"['Adventure', 'Drama', 'Science Fiction']",169.0,2014-11-05,44,1,2,20,22.0,26.0,7,40
413,tt2980516,"['Drama', 'Romance']",123.0,2014-11-26,110,1,2,9,6.0,5.0,3,24
414,tt1490017,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",100.0,2014-02-06,35,2,9,18,43.0,18.0,13,51
415,tt1872194,['Drama'],141.0,2014-10-08,154,1,3,9,5.0,11.0,4,38
416,tt2024469,"['Action', 'Thriller', 'Mystery']",106.0,2014-02-26,83,1,3,12,3.0,34.0,7,51
417,tt0829150,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",92.0,2014-10-01,106,1,3,5,8.0,74.0,5,35
418,tt2004420,['Comedy'],96.0,2014-05-08,95,1,2,9,4.0,14.0,2,32
419,tt2310332,"['Action', 'Adventure', 'Fantasy']",144.0,2014-12-10,136,1,5,9,6.0,131.0,4,55
420,tt0470752,"['Drama', 'Science Fiction']",108.0,2015-01-21,15,1,1,9,3.0,3.0,4,36
421,tt3235888,"['Horror', 'Thriller']",101.0,2014-11-13,28,1,1,14,3.0,25.0,3,1
422,tt1587310,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",97.0,2014-05-28,83,1,9,11,12.0,82.0,2,32
423,tt2788710,"['Action', 'Comedy']",112.0,2014-12-25,83,2,3,10,2.0,38.0,3,25
424,tt2397535,"['Science Fiction', 'Thriller']",97.0,2014-08-28,67,2,3,8,5.0,21.0,5,1
425,tt2883512,['Comedy'],114.0,2014-05-08,83,1,1,25,7.0,13.0,2,2
426,tt1253863,"['Action', 'War', 'Drama']",102.0,2014-03-05,75,1,3,13,9.0,110.0,6,44
427,tt2267998,"['Mystery', 'Thriller', 'Drama']",149.0,2014-10-01,111,1,1,7,4.0,2.0,5,44
428,tt2103281,"['Science Fiction', 'Action', 'Drama', 'Thriller']",130.0,2014-06-26,96,1,4,8,10.0,120.0,4,44
429,tt1951265,"['Science Fiction', 'Adventure', 'Thriller']",123.0,2014-11-18,124,1,3,8,12.0,152.0,2,41
430,tt1646971,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",102.0,2014-06-09,19,1,2,10,1.0,81.0,2,37
431,tt1840309,"['Action', 'Adventure', 'Science Fiction']",139.0,2014-03-14,181,1,3,7,10.0,92.0,2,32
432,tt2872732,"['Action', 'Science Fiction']",89.0,2014-07-25,65,1,1,2,25.0,83.0,8,1
433,tt2911666,"['Action', 'Thriller']",101.0,2014-10-22,77,2,1,19,5.0,72.0,8,2
434,tt2582802,['Drama'],107.0,2014-10-10,54,1,1,14,4.0,5.0,4,2
435,tt2109248,"['Science Fiction', 'Action', 'Adventure']",165.0,2014-06-25,137,1,1,19,16.0,144.0,10,51
436,tt1877832,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",131.0,2014-05-15,108,1,5,11,13.0,133.0,7,43
437,tt2179136,"['War', 'Action']",133.0,2014-12-11,148,1,4,14,12.0,34.0,6,42
438,tt2015381,"['Action', 'Science Fiction', 'Adventure']",121.0,2014-07-30,127,1,11,10,15.0,105.0,3,37
439,tt1843866,"['Action', 'Adventure', 'Science Fiction']",136.0,2014-03-20,239,2,7,9,7.0,148.0,3,48
440,tt0455944,"['Thriller', 'Action', 'Crime']",132.0,2014-09-24,129,1,3,13,3.0,29.0,7,38
441,tt2209764,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",119.0,2014-04-16,90,1,1,16,4.0,71.0,4,50
442,tt2446042,"['Thriller', 'Action']",109.0,2014-12-16,92,1,2,3,9.0,87.0,10,1
443,tt1631867,"['Action', 'Science Fiction']",113.0,2014-05-27,93,1,4,15,17.0,61.0,8,41
444,tt1872181,"['Action', 'Adventure', 'Fantasy']",142.0,2014-04-16,215,1,6,8,11.0,93.0,4,33
445,tt2245084,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",102.0,2014-10-24,47,2,6,4,2.0,13.0,3,32
446,tt2713180,"['War', 'Drama', 'Action']",135.0,2014-10-15,132,1,1,11,4.0,47.0,6,1
447,tt1234721,"['Action', 'Science Fiction']",102.0,2014-01-30,102,1,3,6,6.0,190.0,4,45
448,tt1790864,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",113.0,2014-09-10,53,1,4,7,2.0,27.0,6,33
449,tt2802144,"['Crime', 'Comedy', 'Action', 'Adventure']",129.0,2015-01-24,130,1,4,9,1.0,139.0,4,36
450,tt2294449,"['Crime', 'Comedy', 'Action']",112.0,2014-06-05,133,2,6,11,5.0,101.0,10,30
451,tt1065073,['Drama'],164.0,2014-06-05,100,1,1,9,9.0,5.0,2,1
452,tt1418377,"['Horror', 'Thriller']",92.0,2014-01-22,44,1,3,14,11.0,57.0,4,1
453,tt3011894,"['Drama', 'Thriller', 'Comedy']",125.0,2014-08-21,69,1,2,8,5.0,15.0,6,1
454,tt2096672,['Comedy'],110.0,2014-11-12,151,2,6,14,7.0,51.0,5,49
455,tt0458481,"['Crime', 'Thriller']",102.0,2014-08-20,86,2,1,33,3.0,32.0,5,1
456,tt1126590,['Drama'],105.0,2014-12-24,104,1,2,11,10.0,9.0,4,33
457,tt1956620,['Comedy'],97.0,2014-07-17,112,1,3,9,2.0,8.0,5,29
458,tt2333784,"['Action', 'Adventure', 'Thriller']",127.0,2014-08-04,39,1,4,18,9.0,100.0,6,34
459,tt2265171,"['Action', 'Crime', 'Thriller']",150.0,2014-03-27,72,1,1,8,8.0,,2,1
460,tt2357291,"['Adventure', 'Comedy', 'Family', 'Music', 'Animation']",102.0,2014-03-19,73,1,6,3,133.0,41.0,3,30
461,tt3316960,['Drama'],101.0,2014-12-05,32,2,3,17,3.0,11.0,6,2
462,tt2170593,['Comedy'],102.0,2014-10-09,71,1,1,15,5.0,1.0,4,22
463,tt1809398,"['Drama', 'War']",137.0,2014-12-25,122,1,5,11,7.0,42.0,3,20
464,tt3416742,"['Comedy', 'Horror']",86.0,2014-06-19,60,2,2,6,17.0,1.0,5,24
465,tt2980592,"['Mystery', 'Thriller', 'Action']",99.0,2014-09-17,36,1,1,6,4.0,16.0,2,16
466,tt0365907,"['Crime', 'Drama', 'Mystery', 'Thriller']",113.0,2014-09-18,71,1,2,19,2.0,23.0,8,48
467,tt1100089,"['Drama', 'Thriller']",134.0,2014-05-19,163,1,2,14,7.0,5.0,3,1
468,tt1972571,['Thriller'],121.0,2014-07-25,31,1,3,14,5.0,19.0,8,2
469,tt1921064,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",105.0,2014-02-18,47,1,3,9,4.0,160.0,5,1
470,tt1121096,"['Adventure', 'Fantasy']",102.0,2014-12-12,46,1,4,10,6.0,68.0,7,23
471,tt2884206,"['Science Fiction', 'Drama']",106.0,2014-07-18,33,1,1,19,3.0,26.0,4,1
472,tt2180411,"['Fantasy', 'Comedy']",125.0,2014-12-25,47,1,1,6,13.0,89.0,5,22
473,tt3322940,['Horror'],99.0,2014-10-02,26,1,1,10,2.0,12.0,5,34
474,tt1605717,"['Comedy', 'Drama', 'Mystery']",95.0,2014-05-02,55,1,2,9,3.0,11.0,4,1
475,tt2203939,"['Comedy', 'Romance']",109.0,2014-04-16,89,1,1,5,4.0,11.0,2,26
476,tt1355630,['Drama'],106.0,2014-08-21,50,1,2,7,3.0,6.0,3,27
477,tt0435651,"['Drama', 'Science Fiction']",94.0,2014-08-11,26,1,3,14,7.0,30.0,6,33
478,tt1791528,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",148.0,2014-12-25,109,1,2,8,3.0,13.0,4,30
479,tt1638002,"['Comedy', 'Romance']",102.0,2014-10-16,54,1,2,10,4.0,8.0,2,1
480,tt1086772,['Comedy'],117.0,2014-05-21,89,1,2,14,6.0,12.0,4,31
481,tt3007512,"['War', 'Drama']",112.0,2014-12-25,82,1,2,12,8.0,35.0,5,22
482,tt2170439,['Comedy'],108.0,2014-11-26,67,1,5,11,3.0,25.0,3,34
483,tt2692250,"['Adventure', 'Comedy', 'Fantasy', 'Family']",97.0,2014-12-17,89,1,5,10,8.0,26.0,5,33
484,tt2975578,"['Horror', 'Thriller']",104.0,2014-07-17,76,1,1,8,7.0,39.0,4,29
485,tt1600196,"['Drama', 'Crime']",106.0,2014-09-12,49,1,1,7,2.0,4.0,6,30
486,tt1911658,"['Family', 'Animation', 'Adventure', 'Comedy']",92.0,2014-11-22,49,2,5,11,1.0,,2,29
487,tt2980648,['Drama'],122.0,2014-08-06,41,1,2,9,13.0,12.0,8,23
488,tt1924435,['Comedy'],104.0,2014-08-13,170,1,2,5,5.0,30.0,3,19
489,tt2305051,['Drama'],115.0,2014-12-05,82,1,2,9,3.0,16.0,3,34
490,tt1800246,"['Comedy', 'Romance']",94.0,2014-01-29,46,1,1,18,5.0,3.0,6,2
491,tt1267297,"['Action', 'Adventure']",99.0,2014-07-23,71,1,3,8,10.0,91.0,7,42
492,tt1205537,"['Action', 'Drama', 'Thriller']",105.0,2014-01-15,166,1,3,11,11.0,99.0,6,46
493,tt2369135,"['Action', 'Crime', 'Drama', 'Thriller']",130.0,2014-03-13,89,1,2,9,5.0,88.0,3,1
494,tt1020072,"['History', 'Drama']",127.0,2014-12-25,138,1,1,11,4.0,52.0,7,30
495,tt2338151,"['Comedy', 'Drama']",153.0,2014-12-18,31,1,2,4,6.0,6.0,2,7
496,tt1109624,"['Comedy', 'Adventure', 'Family']",96.0,2014-11-28,71,1,3,11,3.0,12.0,9,1
497,tt2177771,"['War', 'Drama', 'History', 'Action']",118.0,2014-01-24,113,1,4,6,8.0,33.0,5,26
498,tt1408253,"['Action', 'Comedy']",99.0,2014-01-07,74,1,4,8,3.0,74.0,5,19
499,tt1528100,"['Adventure', 'Drama', 'Action']",150.0,2014-12-03,77,1,4,15,14.0,127.0,4,40
500,tt2172934,"['Action', 'Drama', 'Thriller', 'Crime']",113.0,2014-02-14,55,1,2,10,21.0,72.0,4,3
501,tt2870612,"['Horror', 'Thriller']",93.0,2014-08-14,16,1,2,8,4.0,17.0,3,20
