,0,1,2,3
tt1489889,"['Action', 'Comedy', 'Mystery']",107.0,2016-06-15,7.4
tt1211837,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",115.0,2016-10-25,7.4
tt3183660,"['Adventure', 'Family', 'Fantasy']",133.0,2016-11-16,7.4
tt2277860,"['Adventure', 'Animation', 'Comedy', 'Family']",97.0,2016-06-16,7.4
tt3631112,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",112.0,2016-10-05,7.4
tt3385516,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",144.0,2016-05-18,7.4
tt4034228,['Drama'],138.0,2016-11-18,7.4
tt2709768,"['Adventure', 'Comedy', 'Animation', 'Family']",87.0,2016-06-18,7.4
tt4276820,"['Drama', 'History']",115.0,2016-09-13,7.4
tt2267968,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",95.0,2016-01-23,7.4
tt4682786,"['Drama', 'Romance']",97.0,2016-12-06,7.4
tt5074352,"['Drama', 'Action']",161.0,2016-12-21,7.4
tt5022702,"['Horror', 'Thriller']",82.0,2016-03-12,7.4
tt2241351,"['Thriller', 'Drama']",98.0,2016-05-12,7.4
tt2567026,"['Adventure', 'Family', 'Fantasy']",113.0,2016-05-25,7.4
tt3410834,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",121.0,2016-03-09,7.4
tt4302938,"['Animation', 'Adventure', 'Family']",102.0,2016-08-18,7.4
tt5813916,"['Drama', 'War']",135.0,2016-11-04,7.4
tt2381991,"['Action', 'Adventure', 'Drama']",114.0,2016-04-06,7.4
tt3691740,"['Adventure', 'Family', 'Fantasy']",120.0,2016-06-01,7.4
tt1974419,"['Thriller', 'Horror', 'Mystery']",118.0,2016-06-08,7.4
tt3640424,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",124.0,2016-11-17,7.4
tt4857264,"['Mystery', 'Crime', 'Thriller']",106.0,2016-09-22,7.4
tt2304933,"['Adventure', 'Science Fiction']",112.0,2016-01-14,7.4
tt3544112,"['Comedy', 'Romance', 'Drama', 'Music']",106.0,2016-03-11,7.4
tt4172430,"['Action', 'Drama', 'History', 'Thriller', 'War']",144.0,2016-01-13,7.4
tt2034800,"['Action', 'Adventure', 'Fantasy']",103.0,2016-12-16,7.4
tt4786282,"['Thriller', 'Mystery', 'Horror']",81.0,2016-07-21,7.4
tt1292566,"['Comedy', 'Romance']",110.0,2016-01-21,7.4
tt2592614,"['Action', 'Horror', 'Science Fiction']",107.0,2016-12-23,7.4
tt4438848,['Comedy'],91.0,2016-05-04,7.4
tt4698684,"['Adventure', 'Comedy', 'Drama']",101.0,2016-03-31,7.4
tt2823054,['Comedy'],98.0,2016-07-07,7.4
tt4572514,"['Crime', 'Drama', 'Thriller']",133.0,2016-12-12,7.4
tt3531824,"['Mystery', 'Adventure', 'Crime']",96.0,2016-07-27,7.4
tt3949660,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",112.0,2016-06-01,7.4
tt1985949,"['Animation', 'Adventure', 'Comedy']",97.0,2016-05-11,7.4
tt0475290,"['Comedy', 'Drama', 'Mystery']",106.0,2016-02-05,7.4
tt2404233,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",127.0,2016-02-25,7.4
tt4501244,['Comedy'],111.0,2016-12-22,7.4
tt5700672,"['Action', 'Horror', 'Thriller']",118.0,2016-07-20,7.4
tt2671706,['Drama'],139.0,2016-12-16,7.4
tt4016934,"['Thriller', 'Drama', 'Romance']",145.0,2016-06-01,7.4
tt3289956,"['Horror', 'Mystery']",86.0,2016-12-21,7.4
tt3381008,"['Action', 'Comedy']",83.0,2016-02-24,7.4
tt3470600,"['Animation', 'Comedy', 'Drama', 'Family', 'Music']",108.0,2016-11-23,7.4
tt3393786,"['Action', 'Adventure', 'Crime']",118.0,2016-10-19,7.4
tt4651520,['Comedy'],100.0,2016-07-28,7.4
tt1860213,['Comedy'],102.0,2016-01-21,7.4
tt3774114,"['Drama', 'History', 'Crime', 'Thriller']",134.0,2016-09-15,7.4
tt4034354,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",97.0,2016-06-24,7.4
tt3416532,"['Drama', 'Fantasy']",108.0,2016-10-07,7.4
tt4052882,"['Horror', 'Drama', 'Thriller']",86.0,2016-06-24,7.4
tt4094724,"['Action', 'Horror', 'Thriller']",105.0,2016-06-29,7.4
tt0490215,"['Drama', 'History']",161.0,2016-12-22,7.4
tt5311514,"['Romance', 'Animation', 'Drama']",106.0,2016-08-26,7.4
tt1878870,"['Comedy', 'Drama']",104.0,2016-11-18,7.4
tt4731136,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",146.0,2017-02-15,7.4
tt2488496,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",136.0,2015-12-15,7.4
tt2381249,"['Action', 'Adventure', 'Thriller']",131.0,2015-07-23,7.4
tt1502712,"['Action', 'Adventure', 'Science Fiction']",100.0,2015-08-05,7.4
tt3569230,"['Crime', 'Thriller']",131.0,2015-09-09,7.4
tt4046784,"['Action', 'Science Fiction', 'Thriller']",132.0,2015-09-09,7.4
tt3659388,"['Drama', 'Adventure', 'Science Fiction']",141.0,2015-09-30,7.4
tt1638355,"['Comedy', 'Action', 'Adventure']",116.0,2015-08-13,7.4
tt4178092,"['Thriller', 'Mystery', 'Drama']",108.0,2015-07-30,7.4
tt3464902,"['Thriller', 'Comedy', 'Drama', 'Romance', 'Science Fiction']",118.0,2015-07-10,7.4
tt1964418,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",130.0,2015-05-19,7.4
tt0810819,['Drama'],120.0,2015-11-27,7.4
tt0478970,"['Science Fiction', 'Action', 'Adventure']",117.0,2015-07-14,7.4
tt3170832,"['Drama', 'Thriller']",117.0,2015-10-16,7.4
tt1355683,"['Drama', 'Crime']",122.0,2015-09-04,7.4
tt2719848,"['Adventure', 'Drama']",121.0,2015-09-10,7.4
tt2120120,"['Action', 'Comedy', 'Science Fiction']",105.0,2015-07-16,7.4
tt1596363,"['Comedy', 'Drama']",131.0,2015-12-11,7.4
tt2080374,"['Drama', 'History']",122.0,2015-10-09,7.4
tt2820852,"['Action', 'Crime', 'Thriller', 'Drama']",137.0,2015-04-01,7.4
tt2096673,"['Drama', 'Comedy', 'Animation', 'Family']",95.0,2015-06-09,7.4
tt3079380,"['Action', 'Comedy', 'Crime']",120.0,2015-05-06,7.4
tt1823672,"['Crime', 'Action', 'Science Fiction']",120.0,2015-03-04,7.4
tt3152624,"['Comedy', 'Romance']",125.0,2015-07-17,7.4
tt3460252,"['Crime', 'Drama', 'Mystery', 'Western']",188.0,2015-12-25,7.4
tt2554274,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",119.0,2015-10-13,7.4
tt2848292,"['Comedy', 'Music']",115.0,2015-05-07,7.4
tt1398426,"['Drama', 'Music']",147.0,2015-08-13,7.4
tt1663202,"['Western', 'Drama', 'Adventure', 'Thriller']",157.0,2015-12-25,7.4
tt0369610,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",124.0,2015-06-06,7.4
tt1661199,"['Romance', 'Fantasy', 'Family', 'Drama']",105.0,2015-03-12,7.4
tt2361509,['Comedy'],121.0,2015-09-24,7.4
tt1895587,"['Drama', 'Thriller', 'History']",129.0,2015-11-06,7.4
tt2395427,"['Action', 'Adventure', 'Science Fiction']",141.0,2015-04-22,7.4
tt2379713,"['Action', 'Adventure', 'Crime']",148.0,2015-10-26,7.4
tt2381941,"['Romance', 'Comedy', 'Crime', 'Drama']",105.0,2015-02-25,7.4
tt1340138,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",126.0,2015-06-23,7.4
tt1617661,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",124.0,2015-02-04,7.4
tt2322441,"['Drama', 'Romance', 'Thriller']",125.0,2015-02-11,7.4
tt1392190,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",121.0,2015-05-13,7.4
tt1951266,"['Action', 'Adventure', 'Science Fiction']",137.0,2015-11-18,7.4
tt1655441,"['Fantasy', 'Drama', 'Romance']",112.0,2015-04-16,7.4
tt1798684,"['Action', 'Drama']",123.0,2015-06-15,7.4
tt2126355,"['Action', 'Drama', 'Thriller']",114.0,2015-05-27,7.4
tt3076658,['Drama'],133.0,2015-11-25,7.4
tt3397884,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",122.0,2015-09-17,7.4
tt2637276,['Comedy'],115.0,2015-06-25,7.4
tt4263482,"['Mystery', 'Horror']",92.0,2016-02-19,7.4
tt3682448,"['Thriller', 'Drama']",141.0,2015-10-15,7.4
tt2293640,"['Family', 'Animation', 'Adventure', 'Comedy']",91.0,2015-06-17,7.4
tt2908446,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",119.0,2015-03-18,7.4
tt1172049,"['Comedy', 'Drama']",101.0,2016-04-06,7.4
tt2510894,"['Animation', 'Comedy', 'Family', 'Fantasy']",89.0,2015-09-21,7.4
tt2224026,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",94.0,2015-03-18,7.4
tt3622592,"['Drama', 'Mystery', 'Romance']",109.0,2015-06-18,7.4
tt3316948,"['Comedy', 'Action']",96.0,2015-08-19,7.4
tt2503944,"['Drama', 'Comedy']",100.0,2015-10-02,7.4
tt2140379,"['Science Fiction', 'Mystery', 'Thriller']",116.0,2015-07-10,7.4
tt2631186,"['Action', 'Fantasy', 'Drama']",158.0,2015-07-10,7.4
tt3322364,['Drama'],123.0,2015-11-12,7.4
tt3567288,"['Horror', 'Thriller', 'Mystery']",94.0,2015-09-10,7.4
tt2402927,"['Romance', 'Drama']",118.0,2015-11-20,7.4
tt2494362,"['Horror', 'Western', 'Adventure', 'Drama', 'Thriller']",132.0,2015-10-23,7.4
tt1365050,"['Drama', 'War']",137.0,2015-09-11,7.4
tt0884732,['Comedy'],101.0,2015-01-16,7.4
tt1528854,['Comedy'],96.0,2015-12-25,7.4
tt3332064,"['Adventure', 'Family', 'Fantasy']",111.0,2015-09-24,7.4
tt3072482,"['Action', 'Adventure', 'Science Fiction']",97.0,2015-09-12,7.4
tt1390411,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",122.0,2015-11-20,7.4
tt2400463,['Thriller'],100.0,2015-08-05,7.4
tt2057392,"['Drama', 'Thriller', 'War']",102.0,2015-09-11,7.4
tt2401878,"['Animation', 'Comedy', 'Drama', 'Romance']",90.0,2015-12-30,7.4
tt4062536,"['Horror', 'Crime', 'Thriller']",95.0,2016-04-15,7.4
tt3195644,"['Drama', 'Horror', 'Thriller']",97.0,2015-06-04,7.4
tt2381111,"['Drama', 'Romance']",111.0,2015-10-20,7.4
tt1014763,"['Crime', 'Thriller']",137.0,2015-03-15,7.4
tt3850214,"['Crime', 'Drama', 'Comedy']",103.0,2015-06-19,7.4
tt3605418,"['Drama', 'Thriller']",99.0,2015-06-26,7.4
tt1618442,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']",106.0,2015-10-21,7.4
tt3488710,"['Adventure', 'Drama', 'Thriller']",123.0,2015-09-30,7.4
tt2436386,"['Science Fiction', 'Thriller']",106.0,2015-01-28,7.4
tt2726560,"['Drama', 'Romance']",128.0,2015-04-09,7.4
tt3203606,['Drama'],124.0,2015-10-27,7.4
tt1850457,['Comedy'],118.0,2015-12-18,7.4
tt2199571,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",114.0,2015-03-11,7.4
tt3863552,"['Action', 'Comedy', 'Drama']",163.0,2015-07-17,7.4
tt2446980,"['Drama', 'Comedy']",124.0,2015-12-24,7.4
tt1083452,"['Comedy', 'Drama', 'History', 'Adventure']",106.0,2016-02-26,7.4
tt3045616,"['Comedy', 'Adventure']",106.0,2015-01-21,7.4
tt3168230,"['Drama', 'Mystery']",103.0,2015-06-19,7.4
tt1666801,"['Romance', 'Comedy']",100.0,2015-02-20,7.4
tt1524930,['Comedy'],99.0,2015-07-28,7.4
tt2679042,"['Action', 'Crime', 'Thriller']",96.0,2015-08-20,7.4
tt3312830,"['Comedy', 'Drama']",118.0,2015-05-20,7.4
tt1674771,['Comedy'],104.0,2015-06-03,7.4
tt1051904,"['Adventure', 'Horror', 'Comedy']",103.0,2015-08-05,7.4
tt1781922,"['Action', 'Thriller']",103.0,2015-08-26,7.4
tt3530002,['Comedy'],101.0,2015-11-20,7.4
tt2582496,"['Comedy', 'Drama']",105.0,2015-06-12,7.4
tt1979388,"['Adventure', 'Animation', 'Family']",93.0,2015-11-14,7.4
tt2561572,['Comedy'],100.0,2015-03-26,7.4
tt1959490,"['Drama', 'Adventure']",138.0,2014-03-07,7.4
tt2557490,"['Comedy', 'Western']",116.0,2014-05-22,7.4
tt2084970,"['History', 'Drama', 'Thriller', 'War']",113.0,2014-11-14,7.4
tt2562232,"['Drama', 'Comedy']",120.0,2014-08-27,7.4
tt1291150,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",101.0,2014-08-07,7.4
tt0831387,"['Action', 'Drama', 'Science Fiction']",123.0,2014-05-14,7.4
tt2872718,"['Crime', 'Drama', 'Thriller']",118.0,2014-10-23,7.4
tt2321549,"['Drama', 'Thriller', 'Horror']",93.0,2014-05-22,7.4
tt2582846,"['Romance', 'Drama']",125.0,2014-05-16,7.4
tt2278388,"['Comedy', 'Drama']",99.0,2014-02-26,7.4
tt0816692,"['Adventure', 'Drama', 'Science Fiction']",169.0,2014-11-05,7.4
tt2980516,"['Drama', 'Romance']",123.0,2014-11-26,7.4
tt1490017,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",100.0,2014-02-06,7.4
tt1872194,['Drama'],141.0,2014-10-08,7.4
tt2024469,"['Action', 'Thriller', 'Mystery']",106.0,2014-02-26,7.4
tt0829150,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",92.0,2014-10-01,7.4
tt2004420,['Comedy'],96.0,2014-05-08,7.4
tt2310332,"['Action', 'Adventure', 'Fantasy']",144.0,2014-12-10,7.4
tt0470752,"['Drama', 'Science Fiction']",108.0,2015-01-21,7.4
tt3235888,"['Horror', 'Thriller']",101.0,2014-11-13,7.4
tt1587310,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",97.0,2014-05-28,7.4
tt2788710,"['Action', 'Comedy']",112.0,2014-12-25,7.4
tt2397535,"['Science Fiction', 'Thriller']",97.0,2014-08-28,7.4
tt2883512,['Comedy'],114.0,2014-05-08,7.4
tt1253863,"['Action', 'War', 'Drama']",102.0,2014-03-05,7.4
tt2267998,"['Mystery', 'Thriller', 'Drama']",149.0,2014-10-01,7.4
tt2103281,"['Science Fiction', 'Action', 'Drama', 'Thriller']",130.0,2014-06-26,7.4
tt1951265,"['Science Fiction', 'Adventure', 'Thriller']",123.0,2014-11-18,7.4
tt1646971,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",102.0,2014-06-09,7.4
tt1840309,"['Action', 'Adventure', 'Science Fiction']",139.0,2014-03-14,7.4
tt2872732,"['Action', 'Science Fiction']",89.0,2014-07-25,7.4
tt2911666,"['Action', 'Thriller']",101.0,2014-10-22,7.4
tt2582802,['Drama'],107.0,2014-10-10,7.4
tt2109248,"['Science Fiction', 'Action', 'Adventure']",165.0,2014-06-25,7.4
tt1877832,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",131.0,2014-05-15,7.4
tt2179136,"['War', 'Action']",133.0,2014-12-11,7.4
tt2015381,"['Action', 'Science Fiction', 'Adventure']",121.0,2014-07-30,7.4
tt1843866,"['Action', 'Adventure', 'Science Fiction']",136.0,2014-03-20,7.4
tt0455944,"['Thriller', 'Action', 'Crime']",132.0,2014-09-24,7.4
tt2209764,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",119.0,2014-04-16,7.4
tt2446042,"['Thriller', 'Action']",109.0,2014-12-16,7.4
tt1631867,"['Action', 'Science Fiction']",113.0,2014-05-27,7.4
tt1872181,"['Action', 'Adventure', 'Fantasy']",142.0,2014-04-16,7.4
tt2245084,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",102.0,2014-10-24,7.4
tt2713180,"['War', 'Drama', 'Action']",135.0,2014-10-15,7.4
tt1234721,"['Action', 'Science Fiction']",102.0,2014-01-30,7.4
tt1790864,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",113.0,2014-09-10,7.4
tt2802144,"['Crime', 'Comedy', 'Action', 'Adventure']",129.0,2015-01-24,7.4
tt2294449,"['Crime', 'Comedy', 'Action']",112.0,2014-06-05,7.4
tt1065073,['Drama'],164.0,2014-06-05,7.4
tt1418377,"['Horror', 'Thriller']",92.0,2014-01-22,7.4
tt3011894,"['Drama', 'Thriller', 'Comedy']",125.0,2014-08-21,7.4
tt2096672,['Comedy'],110.0,2014-11-12,7.4
tt0458481,"['Crime', 'Thriller']",102.0,2014-08-20,7.4
tt1126590,['Drama'],105.0,2014-12-24,7.4
tt1956620,['Comedy'],97.0,2014-07-17,7.4
tt2333784,"['Action', 'Adventure', 'Thriller']",127.0,2014-08-04,7.4
tt2265171,"['Action', 'Crime', 'Thriller']",150.0,2014-03-27,7.4
tt2357291,"['Adventure', 'Comedy', 'Family', 'Music', 'Animation']",102.0,2014-03-19,7.4
tt3316960,['Drama'],101.0,2014-12-05,7.4
tt2170593,['Comedy'],102.0,2014-10-09,7.4
tt1809398,"['Drama', 'War']",137.0,2014-12-25,7.4
tt3416742,"['Comedy', 'Horror']",86.0,2014-06-19,7.4
tt2980592,"['Mystery', 'Thriller', 'Action']",99.0,2014-09-17,7.4
tt0365907,"['Crime', 'Drama', 'Mystery', 'Thriller']",113.0,2014-09-18,7.4
tt1100089,"['Drama', 'Thriller']",134.0,2014-05-19,7.4
tt1972571,['Thriller'],121.0,2014-07-25,7.4
tt1921064,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",105.0,2014-02-18,7.4
tt1121096,"['Adventure', 'Fantasy']",102.0,2014-12-12,7.4
tt2884206,"['Science Fiction', 'Drama']",106.0,2014-07-18,7.4
tt2180411,"['Fantasy', 'Comedy']",125.0,2014-12-25,7.4
tt3322940,['Horror'],99.0,2014-10-02,7.4
tt1605717,"['Comedy', 'Drama', 'Mystery']",95.0,2014-05-02,7.4
tt2203939,"['Comedy', 'Romance']",109.0,2014-04-16,7.4
tt1355630,['Drama'],106.0,2014-08-21,7.4
tt0435651,"['Drama', 'Science Fiction']",94.0,2014-08-11,7.4
tt1791528,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",148.0,2014-12-25,7.4
tt1638002,"['Comedy', 'Romance']",102.0,2014-10-16,7.4
tt1086772,['Comedy'],117.0,2014-05-21,7.4
tt3007512,"['War', 'Drama']",112.0,2014-12-25,7.4
tt2170439,['Comedy'],108.0,2014-11-26,7.4
tt2692250,"['Adventure', 'Comedy', 'Fantasy', 'Family']",97.0,2014-12-17,7.4
tt2975578,"['Horror', 'Thriller']",104.0,2014-07-17,7.4
tt1600196,"['Drama', 'Crime']",106.0,2014-09-12,7.4
tt1911658,"['Family', 'Animation', 'Adventure', 'Comedy']",92.0,2014-11-22,7.4
tt2980648,['Drama'],122.0,2014-08-06,7.4
tt1924435,['Comedy'],104.0,2014-08-13,7.4
tt2305051,['Drama'],115.0,2014-12-05,7.4
tt1800246,"['Comedy', 'Romance']",94.0,2014-01-29,7.4
tt1267297,"['Action', 'Adventure']",99.0,2014-07-23,7.4
tt1205537,"['Action', 'Drama', 'Thriller']",105.0,2014-01-15,7.4
tt2369135,"['Action', 'Crime', 'Drama', 'Thriller']",130.0,2014-03-13,7.4
tt1020072,"['History', 'Drama']",127.0,2014-12-25,7.4
tt2338151,"['Comedy', 'Drama']",153.0,2014-12-18,7.4
tt1109624,"['Comedy', 'Adventure', 'Family']",96.0,2014-11-28,7.4
tt2177771,"['War', 'Drama', 'History', 'Action']",118.0,2014-01-24,7.4
tt1408253,"['Action', 'Comedy']",99.0,2014-01-07,7.4
tt1528100,"['Adventure', 'Drama', 'Action']",150.0,2014-12-03,7.4
tt2172934,"['Action', 'Drama', 'Thriller', 'Crime']",113.0,2014-02-14,7.4
tt2870612,"['Horror', 'Thriller']",93.0,2014-08-14,7.4
